"Date","WDay","Article ID","Portal","Section","Article URL","Mod Time","Printed"
"2022-01-27","Thu","ax-2243320","yawomZ","business","yawomZ/sections/business/?article-id=2243320","2022-01-27T12:01:20.995Z","0"
"2022-01-27","Thu","ax-2243328","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2243328","2022-01-27T12:41:58.647Z","1"
"2022-01-27","Thu","ax-2243367","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2243367","2022-01-27T13:20:11.539Z","1"
"2022-01-27","Thu","ax-2243400","XCvhz5","people","XCvhz5/sections/people/?article-id=2243400","2022-01-27T13:26:59.079Z","1"
"2022-01-28","Fri","ax-2243412","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2243412","2022-01-28T10:00:00.000Z","1"
"2022-01-27","Thu","ax-2243491","XCvhz5","people","XCvhz5/sections/people/?article-id=2243491","2022-01-27T15:17:30.608Z","0"
"2022-01-28","Fri","ax-2243733","yawomZ","business","yawomZ/sections/business/?article-id=2243733","2022-01-28T06:08:11.026Z","0"
"2022-01-28","Fri","ax-2243734","XCvhz5","people","XCvhz5/sections/people/?article-id=2243734","2022-01-28T05:35:18.894Z","1"
"2022-01-28","Fri","ax-2243735","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2243735","2022-01-28T06:29:57.655Z","0"
"2022-01-28","Fri","ax-2243757","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2243757","2022-01-28T12:36:24.089Z","0"
"2022-01-28","Fri","ax-2243760","yawomZ","business","yawomZ/sections/business/?article-id=2243760","2022-01-28T08:21:29.487Z","0"
"2022-01-28","Fri","ax-2243774","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2243774","2022-01-28T09:25:42.478Z","1"
"2022-01-28","Fri","ax-2243785","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2243785","2022-01-28T09:00:17.411Z","1"
"2022-01-28","Fri","ax-2243804","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2243804","2022-01-28T09:18:55.504Z","1"
"2022-01-28","Fri","ax-2243838","yawomZ","business","yawomZ/sections/business/?article-id=2243838","2022-01-28T09:43:38.594Z","1"
"2022-01-28","Fri","ax-2243849","yawomZ","business","yawomZ/sections/business/?article-id=2243849","2022-01-28T10:39:17.256Z","1"
"2022-01-28","Fri","ax-2243890","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2243890","2022-01-28T11:37:26.691Z","1"
"2022-01-28","Fri","ax-2243919","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2243919","2022-01-28T12:17:11.142Z","0"
"2022-01-28","Fri","ax-2243975","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2243975","2022-01-28T16:14:53.178Z","1"
"2022-01-28","Fri","ax-2244033","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2244033","2022-01-28T14:51:39.110Z","1"
"2022-01-28","Fri","ax-2244044","yawomZ","international","yawomZ/sections/international/?article-id=2244044","2022-01-28T14:46:07.853Z","1"
"2022-01-28","Fri","ax-2244084","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2244084","2022-01-28T18:42:12.649Z","1"
"2022-01-28","Fri","ax-2244151","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2244151","2022-01-28T18:40:28.945Z","0"
"2022-01-28","Fri","ax-2244182","XCvhz5","people","XCvhz5/sections/people/?article-id=2244182","2022-01-28T17:06:34.096Z","1"
"2022-01-31","Mon","ax-2244215","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2244215","2022-01-31T09:00:00.000Z","1"
"2022-01-29","Sat","ax-2244280","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2244280","2022-01-29T08:49:30.216Z","0"
"2022-01-29","Sat","ax-2244282","XCvhz5","people","XCvhz5/sections/people/?article-id=2244282","2022-01-29T09:06:23.028Z","1"
"2022-01-29","Sat","ax-2244284","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2244284","2022-01-29T11:59:56.398Z","1"
"2022-01-29","Sat","ax-2244288","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2244288","2022-01-29T11:37:57.678Z","0"
"2022-01-29","Sat","ax-2244289","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2244289","2022-01-29T10:26:13.561Z","1"
"2022-01-29","Sat","ax-2244299","XCvhz5","people","XCvhz5/sections/people/?article-id=2244299","2022-01-29T12:06:54.984Z","0"
"2022-01-29","Sat","ax-2244320","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2244320","2022-01-29T19:18:33.735Z","0"
"2022-01-30","Sun","ax-2244326","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2244326","2022-01-30T07:07:05.657Z","0"
"2022-01-30","Sun","ax-2244328","yawomZ","business","yawomZ/sections/business/?article-id=2244328","2022-01-30T07:59:45.409Z","0"
"2022-01-30","Sun","ax-2244338","yawomZ","business","yawomZ/sections/business/?article-id=2244338","2022-01-30T09:56:43.657Z","1"
"2022-01-30","Sun","ax-2244340","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2244340","2022-01-30T12:00:03.444Z","0"
"2022-01-30","Sun","ax-2244385","yawomZ","business","yawomZ/sections/business/?article-id=2244385","2022-01-30T13:46:52.532Z","1"
"2022-01-30","Sun","ax-2244422","XCvhz5","people","XCvhz5/sections/people/?article-id=2244422","2022-01-30T15:15:53.695Z","0"
"2022-01-30","Sun","ax-2244434","XCvhz5","people","XCvhz5/sections/people/?article-id=2244434","2022-01-30T15:25:54.218Z","1"
"2022-01-30","Sun","ax-2244453","XCvhz5","people","XCvhz5/sections/people/?article-id=2244453","2022-01-30T17:26:45.447Z","1"
"2022-01-31","Mon","ax-2244502","XCvhz5","people","XCvhz5/sections/people/?article-id=2244502","2022-01-31T13:46:27.925Z","1"
"2022-01-31","Mon","ax-2244507","yawomZ","business","yawomZ/sections/business/?article-id=2244507","2022-01-31T06:08:49.344Z","1"
"2022-01-31","Mon","ax-2244508","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2244508","2022-01-31T07:39:56.842Z","0"
"2022-01-31","Mon","ax-2244509","yawomZ","business","yawomZ/sections/business/?article-id=2244509","2022-01-31T06:32:53.688Z","0"
"2022-01-31","Mon","ax-2244510","XCvhz5","people","XCvhz5/sections/people/?article-id=2244510","2022-01-31T16:21:08.000Z","0"
"2022-01-31","Mon","ax-2244516","yawomZ","business","yawomZ/sections/business/?article-id=2244516","2022-01-31T08:25:58.506Z","1"
"2022-01-31","Mon","ax-2244551","XCvhz5","people","XCvhz5/sections/people/?article-id=2244551","2022-01-31T08:53:55.125Z","1"
"2022-01-31","Mon","ax-2244552","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2244552","2022-01-31T09:31:47.257Z","0"
"2022-01-31","Mon","ax-2244566","yawomZ","business","yawomZ/sections/business/?article-id=2244566","2022-01-31T09:36:42.920Z","0"
"2022-01-31","Mon","ax-2244571","yawomZ","business","yawomZ/sections/business/?article-id=2244571","2022-01-31T09:49:25.939Z","0"
"2022-01-31","Mon","ax-2244578","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2244578","2022-01-31T10:24:25.349Z","1"
"2022-01-31","Mon","ax-2244588","yawomZ","business","yawomZ/sections/business/?article-id=2244588","2022-01-31T10:11:07.710Z","0"
"2022-01-31","Mon","ax-2244612","XCvhz5","people","XCvhz5/sections/people/?article-id=2244612","2022-01-31T10:29:12.709Z","0"
"2022-01-31","Mon","ax-2244634","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2244634","2022-01-31T12:35:51.241Z","1"
"2022-01-31","Mon","ax-2244641","wiJddb","lifestyle","wiJddb/sections/lifestyle/?article-id=2244641","2022-01-31T20:00:00.000Z","0"
"2022-02-02","Wed","ax-2244657","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2244657","2022-02-02T18:30:00.000Z","0"
"2022-02-01","Tue","ax-2244679","yawomZ","business","yawomZ/sections/business/?article-id=2244679","2022-02-01T06:34:19.158Z","1"
"2022-01-31","Mon","ax-2244753","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2244753","2022-01-31T14:16:35.783Z","1"
"2022-01-31","Mon","ax-2244876","wiJddb","lifestyle","wiJddb/sections/lifestyle/?article-id=2244876","2022-01-31T15:54:48.408Z","0"
"2022-02-01","Tue","ax-2245011","XCvhz5","people","XCvhz5/sections/people/?article-id=2245011","2022-02-01T07:41:18.585Z","0"
"2022-02-01","Tue","ax-2245028","yawomZ","business","yawomZ/sections/business/?article-id=2245028","2022-02-01T10:38:56.654Z","1"
"2022-02-01","Tue","ax-2245037","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2245037","2022-02-01T08:42:33.259Z","1"
"2022-02-01","Tue","ax-2245051","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2245051","2022-02-01T09:31:34.332Z","0"
"2022-02-01","Tue","ax-2245076","yawomZ","business","yawomZ/sections/business/?article-id=2245076","2022-02-01T10:01:18.615Z","1"
"2022-02-01","Tue","ax-2245134","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2245134","2022-02-01T12:35:54.913Z","0"
"2022-02-01","Tue","ax-2245141","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2245141","2022-02-01T12:07:01.883Z","0"
"2022-02-02","Wed","ax-2245168","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2245168","2022-02-02T05:51:41.332Z","1"
"2022-02-01","Tue","ax-2245171","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2245171","2022-02-01T14:41:13.704Z","1"
"2022-02-01","Tue","ax-2245175","yawomZ","business","yawomZ/sections/business/?article-id=2245175","2022-02-01T11:46:30.955Z","0"
"2022-02-01","Tue","ax-2245177","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2245177","2022-02-01T11:43:11.253Z","1"
"2022-02-01","Tue","ax-2245180","yawomZ","business","yawomZ/sections/business/?article-id=2245180","2022-02-01T11:29:45.901Z","1"
"2022-02-02","Wed","ax-2245255","yawomZ","business","yawomZ/sections/business/?article-id=2245255","2022-02-02T06:53:48.252Z","0"
"2022-02-02","Wed","ax-2245271","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2245271","2022-02-02T09:00:00.000Z","0"
"2022-02-01","Tue","ax-2245309","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2245309","2022-02-01T16:04:36.355Z","1"
"2022-02-01","Tue","ax-2245388","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2245388","2022-02-01T15:25:22.735Z","1"
"2022-02-01","Tue","ax-2245421","XCvhz5","people","XCvhz5/sections/people/?article-id=2245421","2022-02-01T18:01:01.404Z","0"
"2022-02-02","Wed","ax-2245421","XCvhz5","people","XCvhz5/sections/people/?article-id=2245421","2022-02-02T05:10:07.039Z","1"
"2022-02-01","Tue","ax-2245444","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2245444","2022-02-01T17:33:35.318Z","1"
"2022-02-01","Tue","ax-2245493","yawomZ","business","yawomZ/sections/business/?article-id=2245493","2022-02-01T17:48:48.375Z","0"
"2022-02-02","Wed","ax-2245500","yawomZ","business","yawomZ/sections/business/?article-id=2245500","2022-02-02T06:33:21.860Z","1"
"2022-02-02","Wed","ax-2245540","XCvhz5","people","XCvhz5/sections/people/?article-id=2245540","2022-02-02T12:07:20.235Z","1"
"2022-02-02","Wed","ax-2245547","XCvhz5","people","XCvhz5/sections/people/?article-id=2245547","2022-02-02T07:24:49.231Z","0"
"2022-02-02","Wed","ax-2245549","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2245549","2022-02-02T08:12:44.885Z","1"
"2022-02-02","Wed","ax-2245550","yawomZ","business","yawomZ/sections/business/?article-id=2245550","2022-02-02T09:00:00.000Z","1"
"2022-02-02","Wed","ax-2245621","yawomZ","business","yawomZ/sections/business/?article-id=2245621","2022-02-02T10:00:40.701Z","1"
"2022-02-02","Wed","ax-2245658","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2245658","2022-02-02T10:25:57.752Z","1"
"2022-02-02","Wed","ax-2245669","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2245669","2022-02-02T11:28:41.859Z","0"
"2022-02-02","Wed","ax-2245675","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2245675","2022-02-02T14:26:13.983Z","1"
"2022-02-02","Wed","ax-2245695","wiJddb","lifestyle","wiJddb/sections/lifestyle/?article-id=2245695","2022-02-02T11:13:24.217Z","0"
"2022-02-02","Wed","ax-2245696","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2245696","2022-02-02T13:41:03.055Z","1"
"2022-02-02","Wed","ax-2245713","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2245713","2022-02-02T12:37:24.718Z","0"
"2022-02-02","Wed","ax-2245720","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2245720","2022-02-02T12:00:29.373Z","1"
"2022-02-02","Wed","ax-2245721","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2245721","2022-02-02T11:50:24.701Z","1"
"2022-02-02","Wed","ax-2245722","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2245722","2022-02-02T11:52:24.499Z","1"
"2022-02-02","Wed","ax-2245792","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2245792","2022-02-02T13:45:46.556Z","0"
"2022-02-02","Wed","ax-2245802","XCvhz5","people","XCvhz5/sections/people/?article-id=2245802","2022-02-02T14:08:09.551Z","1"
"2022-02-02","Wed","ax-2245849","yawomZ","business","yawomZ/sections/business/?article-id=2245849","2022-02-02T14:42:18.599Z","1"
"2022-02-02","Wed","ax-2245879","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2245879","2022-02-02T15:55:17.561Z","0"
"2022-02-03","Thu","ax-2245882","yawomZ","business","yawomZ/sections/business/?article-id=2245882","2022-02-03T06:15:38.616Z","0"
"2022-02-03","Thu","ax-2245899","yawomZ","business","yawomZ/sections/business/?article-id=2245899","2022-02-03T06:46:41.478Z","1"
"2022-02-03","Thu","ax-2245912","yawomZ","business","yawomZ/sections/business/?article-id=2245912","2022-02-03T09:15:00.000Z","1"
"2022-02-03","Thu","ax-2245918","yawomZ","business","yawomZ/sections/business/?article-id=2245918","2022-02-03T06:44:18.531Z","1"
"2022-02-02","Wed","ax-2245995","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2245995","2022-02-02T18:16:35.949Z","0"
"2022-02-02","Wed","ax-2246022","XCvhz5","people","XCvhz5/sections/people/?article-id=2246022","2022-02-02T19:06:25.546Z","1"
"2022-02-03","Thu","ax-2246055","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2246055","2022-02-03T08:28:07.125Z","1"
"2022-02-03","Thu","ax-2246069","yawomZ","business","yawomZ/sections/business/?article-id=2246069","2022-02-03T09:00:00.000Z","1"
"2022-02-03","Thu","ax-2246074","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2246074","2022-02-03T08:25:16.217Z","1"
"2022-02-03","Thu","ax-2246095","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2246095","2022-02-03T09:11:55.337Z","1"
"2022-02-03","Thu","ax-2246096","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2246096","2022-02-03T12:30:05.965Z","1"
"2022-02-03","Thu","ax-2246106","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2246106","2022-02-03T09:43:19.413Z","1"
"2022-02-03","Thu","ax-2246114","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2246114","2022-02-03T09:32:39.552Z","1"
"2022-02-03","Thu","ax-2246135","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2246135","2022-02-03T10:27:53.872Z","1"
"2022-02-03","Thu","ax-2246151","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2246151","2022-02-03T12:36:22.835Z","0"
"2022-02-03","Thu","ax-2246179","wiJddb","lifestyle","wiJddb/sections/lifestyle/?article-id=2246179","2022-02-03T17:26:31.113Z","0"
"2022-02-03","Thu","ax-2246238","XCvhz5","people","XCvhz5/sections/people/?article-id=2246238","2022-02-03T12:58:41.969Z","0"
"2022-02-03","Thu","ax-2246296","XCvhz5","people","XCvhz5/sections/people/?article-id=2246296","2022-02-03T13:45:09.979Z","0"
"2022-02-03","Thu","ax-2246404","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2246404","2022-02-03T16:02:19.903Z","0"
"2022-02-03","Thu","ax-2246425","XCvhz5","people","XCvhz5/sections/people/?article-id=2246425","2022-02-03T16:22:18.491Z","1"
"2022-02-03","Thu","ax-2246445","XCvhz5","people","XCvhz5/sections/people/?article-id=2246445","2022-02-03T16:36:12.866Z","0"
"2022-02-04","Fri","ax-2246481","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2246481","2022-02-04T06:23:28.568Z","1"
"2022-02-03","Thu","ax-2246487","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2246487","2022-02-03T18:27:48.549Z","1"
"2022-02-04","Fri","ax-2246577","XCvhz5","people","XCvhz5/sections/people/?article-id=2246577","2022-02-04T05:18:11.477Z","0"
"2022-02-04","Fri","ax-2246580","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2246580","2022-02-04T05:43:15.771Z","0"
"2022-02-04","Fri","ax-2246588","yawomZ","business","yawomZ/sections/business/?article-id=2246588","2022-02-04T07:29:58.256Z","0"
"2022-02-04","Fri","ax-2246601","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2246601","2022-02-04T08:15:56.963Z","1"
"2022-02-04","Fri","ax-2246603","yawomZ","business","yawomZ/sections/business/?article-id=2246603","2022-02-04T08:04:07.916Z","0"
"2022-02-04","Fri","ax-2246616","XCvhz5","people","XCvhz5/sections/people/?article-id=2246616","2022-02-04T08:28:17.055Z","1"
"2022-02-04","Fri","ax-2246621","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2246621","2022-02-04T08:22:05.517Z","1"
"2022-02-04","Fri","ax-2246668","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2246668","2022-02-04T09:32:57.083Z","1"
"2022-02-04","Fri","ax-2246671","yawomZ","business","yawomZ/sections/business/?article-id=2246671","2022-02-04T09:38:06.321Z","1"
"2022-02-04","Fri","ax-2246727","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2246727","2022-02-04T12:35:20.519Z","1"
"2022-02-04","Fri","ax-2246755","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2246755","2022-02-04T13:40:19.114Z","1"
"2022-02-04","Fri","ax-2246761","XCvhz5","people","XCvhz5/sections/people/?article-id=2246761","2022-02-04T12:21:41.511Z","0"
"2022-02-04","Fri","ax-2246804","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2246804","2022-02-04T13:26:27.446Z","0"
"2022-02-04","Fri","ax-2246837","XCvhz5","people","XCvhz5/sections/people/?article-id=2246837","2022-02-04T14:05:40.048Z","0"
"2022-02-04","Fri","ax-2246869","XCvhz5","people","XCvhz5/sections/people/?article-id=2246869","2022-02-04T14:42:48.444Z","1"
"2022-02-04","Fri","ax-2246917","XCvhz5","people","XCvhz5/sections/people/?article-id=2246917","2022-02-04T15:13:27.849Z","0"
"2022-02-04","Fri","ax-2246927","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2246927","2022-02-04T15:51:41.081Z","0"
"2022-02-04","Fri","ax-2246970","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2246970","2022-02-04T16:50:23.321Z","0"
"2022-02-04","Fri","ax-2247031","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2247031","2022-02-04T18:05:01.937Z","1"
"2022-02-05","Sat","ax-2247055","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2247055","2022-02-05T13:50:01.813Z","0"
"2022-02-05","Sat","ax-2247093","XCvhz5","people","XCvhz5/sections/people/?article-id=2247093","2022-02-05T12:48:38.407Z","1"
"2022-02-06","Sun","ax-2247093","XCvhz5","people","XCvhz5/sections/people/?article-id=2247093","2022-02-06T16:57:32.469Z","1"
"2022-02-05","Sat","ax-2247094","yawomZ","business","yawomZ/sections/business/?article-id=2247094","2022-02-05T09:00:15.151Z","1"
"2022-02-05","Sat","ax-2247095","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2247095","2022-02-05T08:49:26.667Z","0"
"2022-02-05","Sat","ax-2247102","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2247102","2022-02-05T11:52:15.357Z","0"
"2022-02-09","Wed","ax-2247120","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2247120","2022-02-09T18:14:43.562Z","1"
"2022-02-05","Sat","ax-2247127","XCvhz5","people","XCvhz5/sections/people/?article-id=2247127","2022-02-05T16:07:05.039Z","1"
"2022-02-06","Sun","ax-2247154","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2247154","2022-02-06T06:59:33.407Z","0"
"2022-02-06","Sun","ax-2247155","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2247155","2022-02-06T07:40:54.527Z","0"
"2022-02-06","Sun","ax-2247186","XCvhz5","people","XCvhz5/sections/people/?article-id=2247186","2022-02-06T10:50:50.441Z","0"
"2022-02-06","Sun","ax-2247194","XCvhz5","people","XCvhz5/sections/people/?article-id=2247194","2022-02-06T11:32:49.671Z","0"
"2022-02-06","Sun","ax-2247219","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2247219","2022-02-06T13:09:06.092Z","1"
"2022-02-06","Sun","ax-2247268","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2247268","2022-02-06T16:36:29.783Z","1"
"2022-02-07","Mon","ax-2247334","XCvhz5","people","XCvhz5/sections/people/?article-id=2247334","2022-02-07T12:41:35.856Z","0"
"2022-02-07","Mon","ax-2247336","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2247336","2022-02-07T08:54:22.653Z","0"
"2022-02-07","Mon","ax-2247339","yawomZ","business","yawomZ/sections/business/?article-id=2247339","2022-02-07T07:46:12.878Z","1"
"2022-02-07","Mon","ax-2247349","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2247349","2022-02-07T07:41:44.692Z","1"
"2022-02-07","Mon","ax-2247353","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2247353","2022-02-07T08:13:35.611Z","0"
"2022-02-07","Mon","ax-2247370","XCvhz5","people","XCvhz5/sections/people/?article-id=2247370","2022-02-07T08:45:14.038Z","0"
"2022-02-07","Mon","ax-2247412","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2247412","2022-02-07T09:54:48.920Z","1"
"2022-02-07","Mon","ax-2247430","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2247430","2022-02-07T12:34:51.919Z","1"
"2022-02-07","Mon","ax-2247460","XCvhz5","people","XCvhz5/sections/people/?article-id=2247460","2022-02-07T11:20:07.819Z","1"
"2022-02-07","Mon","ax-2247548","yawomZ","business","yawomZ/sections/business/?article-id=2247548","2022-02-07T14:26:06.401Z","1"
"2022-02-07","Mon","ax-2247550","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2247550","2022-02-07T13:52:23.536Z","0"
"2022-02-07","Mon","ax-2247571","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2247571","2022-02-07T14:53:58.153Z","0"
"2022-02-07","Mon","ax-2247692","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2247692","2022-02-07T18:28:56.834Z","0"
"2022-02-08","Tue","ax-2247692","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2247692","2022-02-08T05:09:38.481Z","0"
"2022-02-07","Mon","ax-2247734","XCvhz5","people","XCvhz5/sections/people/?article-id=2247734","2022-02-07T17:49:09.114Z","0"
"2022-02-07","Mon","ax-2247749","XCvhz5","people","XCvhz5/sections/people/?article-id=2247749","2022-02-07T18:27:36.717Z","0"
"2022-02-08","Tue","ax-2247787","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2247787","2022-02-08T04:32:00.000Z","1"
"2022-02-08","Tue","ax-2247791","yawomZ","business","yawomZ/sections/business/?article-id=2247791","2022-02-08T05:26:52.210Z","1"
"2022-02-08","Tue","ax-2247792","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2247792","2022-02-08T06:04:08.185Z","1"
"2022-02-08","Tue","ax-2247795","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2247795","2022-02-08T06:00:26.148Z","1"
"2022-02-08","Tue","ax-2247807","yawomZ","business","yawomZ/sections/business/?article-id=2247807","2022-02-08T08:23:31.005Z","0"
"2022-02-08","Tue","ax-2247822","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2247822","2022-02-08T08:30:40.959Z","0"
"2022-02-08","Tue","ax-2247833","wiJddb","lifestyle","wiJddb/sections/lifestyle/?article-id=2247833","2022-02-08T09:07:05.739Z","1"
"2022-02-08","Tue","ax-2247840","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2247840","2022-02-08T09:10:22.253Z","0"
"2022-02-08","Tue","ax-2247847","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2247847","2022-02-08T13:34:14.500Z","1"
"2022-02-08","Tue","ax-2247878","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2247878","2022-02-08T09:26:11.262Z","1"
"2022-02-08","Tue","ax-2247908","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2247908","2022-02-08T16:00:56.937Z","1"
"2022-02-13","Sun","ax-2247922","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2247922","2022-02-13T12:15:48.671Z","1"
"2022-02-08","Tue","ax-2247936","XCvhz5","people","XCvhz5/sections/people/?article-id=2247936","2022-02-08T10:56:15.257Z","1"
"2022-02-08","Tue","ax-2247941","XCvhz5","people","XCvhz5/sections/people/?article-id=2247941","2022-02-08T13:16:04.941Z","0"
"2022-02-08","Tue","ax-2247974","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2247974","2022-02-08T12:52:29.361Z","0"
"2022-02-08","Tue","ax-2247989","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2247989","2022-02-08T13:50:46.423Z","1"
"2022-02-08","Tue","ax-2248068","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2248068","2022-02-08T15:04:05.690Z","1"
"2022-02-09","Wed","ax-2248274","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2248274","2022-02-09T05:00:00.000Z","1"
"2022-02-09","Wed","ax-2248275","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2248275","2022-02-09T05:10:57.151Z","1"
"2022-02-09","Wed","ax-2248277","yawomZ","business","yawomZ/sections/business/?article-id=2248277","2022-02-09T05:46:04.619Z","0"
"2022-02-09","Wed","ax-2248280","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2248280","2022-02-09T06:03:17.296Z","1"
"2022-02-09","Wed","ax-2248282","yawomZ","business","yawomZ/sections/business/?article-id=2248282","2022-02-09T06:22:54.028Z","0"
"2022-02-09","Wed","ax-2248286","yawomZ","business","yawomZ/sections/business/?article-id=2248286","2022-02-09T08:12:25.190Z","0"
"2022-02-09","Wed","ax-2248352","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2248352","2022-02-09T12:34:23.187Z","0"
"2022-02-09","Wed","ax-2248360","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2248360","2022-02-09T09:51:30.282Z","1"
"2022-02-13","Sun","ax-2248364","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2248364","2022-02-13T15:47:20.795Z","0"
"2022-02-14","Mon","ax-2248364","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2248364","2022-02-14T06:52:11.652Z","0"
